,0,1,2,3,4,5,6
1273,13191,"the cross of berny; or, i","Gautier, Théophile",60.0,494,"castle of berry pomeroy, ",Edward MONTAGUE
1274,16786,"the world's best poetry, ",,60.0,494,"castle of berry pomeroy, ",Edward MONTAGUE
1275,2075,Crotchet Castle,"Peacock, Thomas Love",74.0,1835,Corfe Castle,John Fitzgerald PENNIE
1276,21333,Doom Castle,"Munro, Neil",70.0,1835,Corfe Castle,John Fitzgerald PENNIE
1277,2866,Windsor Castle,"Ainsworth, William Harrison",69.0,1835,Corfe Castle,John Fitzgerald PENNIE
1278,41345,Windsor Castle,"Thomas, Edward",69.0,1835,Corfe Castle,John Fitzgerald PENNIE
1279,34609,King of the Castle,"Fenn, George Manville",67.0,1835,Corfe Castle,John Fitzgerald PENNIE
1280,34609,King of the Castle,"Fenn, George Manville",70.0,60,"Spirit of the Castle, The",William Charles PROBY
1281,11068,the spirit of the age; or,"Hazlitt, William",64.0,60,"Spirit of the Castle, The",William Charles PROBY
1282,13652,exposition of the apostle,"Dodds, James",64.0,60,"Spirit of the Castle, The",William Charles PROBY
1283,4217,a portrait of the artist ,"Joyce, James",64.0,60,"Spirit of the Castle, The",William Charles PROBY
1284,42348,The Spirit of the Links,"Leach, Henry",63.0,60,"Spirit of the Castle, The",William Charles PROBY
1285,7501,Tales of the Wilderness,"Pilniak, Boris",71.0,279,"castle of the tuileries, ",Pierre Joseph Alexis ROUSSEL
1286,9769,"alice, or the mysteries —","Lytton, Edward Bulwer Lytton, Baron",68.0,279,"castle of the tuileries, ",Pierre Joseph Alexis ROUSSEL
1287,9764,"alice, or the mysteries —","Lytton, Edward Bulwer Lytton, Baron",68.0,279,"castle of the tuileries, ",Pierre Joseph Alexis ROUSSEL
1288,16844,catalogue of the william ,"Van Name, Addison",68.0,279,"castle of the tuileries, ",Pierre Joseph Alexis ROUSSEL
1289,9765,"alice, or the mysteries —","Lytton, Edward Bulwer Lytton, Baron",68.0,279,"castle of the tuileries, ",Pierre Joseph Alexis ROUSSEL
1290,19027,The Revolt on Venus,"Rockwell, Carey",56.0,561,"Benevolent Monk, The",Theodore MELVILLE
1291,15084,recent developments in eu,,53.0,561,"Benevolent Monk, The",Theodore MELVILLE
1292,13814,the development of the fe,"Biese, Alfred",53.0,561,"Benevolent Monk, The",Theodore MELVILLE
1293,11765,Between You and Me,"Lauder, Harry, Sir",53.0,561,"Benevolent Monk, The",Theodore MELVILLE
1294,39272,"the inventions, researche","Martin, Thomas Commerford",53.0,561,"Benevolent Monk, The",Theodore MELVILLE
